-2.006093750000000000e+02,-5.118750000000000000e+01,-6.698000489999999445e+02
-2.002187500000000000e+02,-5.118750000000000000e+01,-6.703000489999999445e+02
-2.002187500000000000e+02,-5.157812500000000000e+01,-6.698000489999999445e+02
-2.002187500000000000e+02,-5.118750000000000000e+01,-6.693000489999999445e+02
-2.002187500000000000e+02,-5.079687500000000000e+01,-6.698000489999999445e+02
-2.006093750000000000e+02,-4.884375000000000000e+01,-6.748000489999999445e+02
-2.002187500000000000e+02,-4.884375000000000000e+01,-6.753000489999999445e+02
-2.002187500000000000e+02,-4.923437500000000000e+01,-6.748000489999999445e+02
-2.002187500000000000e+02,-4.923437500000000000e+01,-6.738000489999999445e+02
-2.006093750000000000e+02,-4.884375000000000000e+01,-6.738000489999999445e+02
-2.002187500000000000e+02,-4.884375000000000000e+01,-6.733000489999999445e+02
-2.002187500000000000e+02,-4.845312500000000000e+01,-6.748000489999999445e+02
-2.006093750000000000e+02,-4.806250000000000000e+01,-6.738000489999999445e+02
-2.002187500000000000e+02,-4.806250000000000000e+01,-6.743000489999999445e+02
-2.002187500000000000e+02,-4.806250000000000000e+01,-6.733000489999999445e+02
-2.002187500000000000e+02,-4.767187500000000000e+01,-6.738000489999999445e+02
-1.998281250000000000e+02,-5.431250000000000000e+01,-6.708000489999999445e+02
-1.994375000000000000e+02,-5.431250000000000000e+01,-6.713000489999999445e+02
-1.994375000000000000e+02,-5.470312500000000000e+01,-6.708000489999999445e+02
-1.994375000000000000e+02,-5.470312500000000000e+01,-6.698000489999999445e+02
-1.998281250000000000e+02,-5.431250000000000000e+01,-6.698000489999999445e+02
-1.994375000000000000e+02,-5.470312500000000000e+01,-6.688000489999999445e+02
-1.998281250000000000e+02,-5.431250000000000000e+01,-6.688000489999999445e+02
-1.994375000000000000e+02,-5.431250000000000000e+01,-6.683000489999999445e+02
-1.998281250000000000e+02,-5.353125000000000000e+01,-6.738000489999999445e+02
-1.994375000000000000e+02,-5.353125000000000000e+01,-6.743000489999999445e+02
-1.994375000000000000e+02,-5.392187500000000000e+01,-6.738000489999999445e+02
-1.994375000000000000e+02,-5.392187500000000000e+01,-6.728000489999999445e+02
-1.998281250000000000e+02,-5.353125000000000000e+01,-6.728000489999999445e+02
-1.994375000000000000e+02,-5.392187500000000000e+01,-6.718000489999999445e+02
-1.998281250000000000e+02,-5.353125000000000000e+01,-6.718000489999999445e+02
-1.998281250000000000e+02,-5.353125000000000000e+01,-6.708000489999999445e+02
-1.998281250000000000e+02,-5.353125000000000000e+01,-6.698000489999999445e+02
-1.998281250000000000e+02,-5.353125000000000000e+01,-6.688000489999999445e+02
-1.994375000000000000e+02,-5.353125000000000000e+01,-6.683000489999999445e+02
-1.998281250000000000e+02,-5.275000000000000000e+01,-6.738000489999999445e+02
-1.994375000000000000e+02,-5.275000000000000000e+01,-6.743000489999999445e+02
-1.998281250000000000e+02,-5.275000000000000000e+01,-6.728000489999999445e+02
-1.998281250000000000e+02,-5.275000000000000000e+01,-6.718000489999999445e+02
-1.998281250000000000e+02,-5.275000000000000000e+01,-6.708000489999999445e+02
-1.998281250000000000e+02,-5.275000000000000000e+01,-6.698000489999999445e+02
-1.998281250000000000e+02,-5.275000000000000000e+01,-6.688000489999999445e+02
-1.994375000000000000e+02,-5.275000000000000000e+01,-6.683000489999999445e+02
-1.998281250000000000e+02,-5.196875000000000000e+01,-6.758000489999999445e+02
-1.994375000000000000e+02,-5.196875000000000000e+01,-6.763000489999999445e+02
-1.994375000000000000e+02,-5.235937500000000000e+01,-6.758000489999999445e+02
-1.994375000000000000e+02,-5.235937500000000000e+01,-6.748000489999999445e+02
-1.998281250000000000e+02,-5.196875000000000000e+01,-6.748000489999999445e+02
-1.998281250000000000e+02,-5.196875000000000000e+01,-6.738000489999999445e+02
-1.998281250000000000e+02,-5.196875000000000000e+01,-6.728000489999999445e+02
-1.998281250000000000e+02,-5.196875000000000000e+01,-6.718000489999999445e+02
-1.998281250000000000e+02,-5.196875000000000000e+01,-6.708000489999999445e+02
-1.998281250000000000e+02,-5.196875000000000000e+01,-6.698000489999999445e+02
-1.998281250000000000e+02,-5.196875000000000000e+01,-6.688000489999999445e+02
-1.994375000000000000e+02,-5.235937500000000000e+01,-6.678000489999999445e+02
-1.998281250000000000e+02,-5.196875000000000000e+01,-6.678000489999999445e+02
-1.994375000000000000e+02,-5.196875000000000000e+01,-6.673000489999999445e+02
-1.998281250000000000e+02,-5.118750000000000000e+01,-6.758000489999999445e+02
-1.994375000000000000e+02,-5.118750000000000000e+01,-6.763000489999999445e+02
-1.998281250000000000e+02,-5.118750000000000000e+01,-6.748000489999999445e+02
-1.998281250000000000e+02,-5.118750000000000000e+01,-6.738000489999999445e+02
-1.998281250000000000e+02,-5.118750000000000000e+01,-6.728000489999999445e+02
-1.998281250000000000e+02,-5.118750000000000000e+01,-6.718000489999999445e+02
-1.998281250000000000e+02,-5.118750000000000000e+01,-6.708000489999999445e+02
-1.998281250000000000e+02,-5.118750000000000000e+01,-6.688000489999999445e+02
-1.998281250000000000e+02,-5.118750000000000000e+01,-6.678000489999999445e+02
-1.994375000000000000e+02,-5.118750000000000000e+01,-6.673000489999999445e+02
-1.998281250000000000e+02,-5.040625000000000000e+01,-6.758000489999999445e+02
-1.994375000000000000e+02,-5.040625000000000000e+01,-6.763000489999999445e+02
-1.998281250000000000e+02,-5.040625000000000000e+01,-6.748000489999999445e+02
-1.998281250000000000e+02,-5.040625000000000000e+01,-6.738000489999999445e+02
-1.998281250000000000e+02,-5.040625000000000000e+01,-6.728000489999999445e+02
-1.994375000000000000e+02,-5.040625000000000000e+01,-6.723000489999999445e+02
-1.994375000000000000e+02,-5.079687500000000000e+01,-6.718000489999999445e+02
-1.998281250000000000e+02,-5.040625000000000000e+01,-6.708000489999999445e+02
-1.994375000000000000e+02,-5.040625000000000000e+01,-6.713000489999999445e+02
-1.998281250000000000e+02,-5.040625000000000000e+01,-6.698000489999999445e+02
-1.998281250000000000e+02,-5.040625000000000000e+01,-6.688000489999999445e+02
-1.998281250000000000e+02,-5.040625000000000000e+01,-6.678000489999999445e+02
-1.994375000000000000e+02,-5.040625000000000000e+01,-6.673000489999999445e+02
-1.994375000000000000e+02,-5.001562500000000000e+01,-6.758000489999999445e+02
-1.998281250000000000e+02,-4.962500000000000000e+01,-6.748000489999999445e+02
-1.994375000000000000e+02,-4.962500000000000000e+01,-6.753000489999999445e+02
-1.998281250000000000e+02,-4.962500000000000000e+01,-6.738000489999999445e+02
-1.998281250000000000e+02,-4.962500000000000000e+01,-6.728000489999999445e+02
-1.994375000000000000e+02,-5.001562500000000000e+01,-6.718000489999999445e+02
-1.998281250000000000e+02,-4.962500000000000000e+01,-6.718000489999999445e+02
-1.998281250000000000e+02,-4.962500000000000000e+01,-6.708000489999999445e+02
-1.998281250000000000e+02,-4.962500000000000000e+01,-6.698000489999999445e+02
-1.998281250000000000e+02,-4.962500000000000000e+01,-6.688000489999999445e+02
-1.998281250000000000e+02,-4.962500000000000000e+01,-6.678000489999999445e+02
-1.994375000000000000e+02,-4.962500000000000000e+01,-6.673000489999999445e+02
-1.994375000000000000e+02,-4.884375000000000000e+01,-6.753000489999999445e+02
-1.998281250000000000e+02,-4.884375000000000000e+01,-6.728000489999999445e+02
-1.998281250000000000e+02,-4.884375000000000000e+01,-6.718000489999999445e+02
-1.998281250000000000e+02,-4.884375000000000000e+01,-6.708000489999999445e+02
-1.998281250000000000e+02,-4.884375000000000000e+01,-6.698000489999999445e+02
-1.998281250000000000e+02,-4.884375000000000000e+01,-6.688000489999999445e+02
-1.998281250000000000e+02,-4.884375000000000000e+01,-6.678000489999999445e+02
-1.994375000000000000e+02,-4.884375000000000000e+01,-6.673000489999999445e+02
-1.998281250000000000e+02,-4.806250000000000000e+01,-6.748000489999999445e+02
-1.994375000000000000e+02,-4.806250000000000000e+01,-6.753000489999999445e+02
-1.998281250000000000e+02,-4.806250000000000000e+01,-6.728000489999999445e+02
-1.998281250000000000e+02,-4.806250000000000000e+01,-6.718000489999999445e+02
-1.998281250000000000e+02,-4.806250000000000000e+01,-6.708000489999999445e+02
-1.994375000000000000e+02,-4.806250000000000000e+01,-6.703000489999999445e+02
-1.994375000000000000e+02,-4.845312500000000000e+01,-6.698000489999999445e+02
